交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
1,218,DJ7725,287,333,上海,杭州
1,202,G7327,381,406,杭州,诸暨
1,203,G7328,423,448,诸暨,杭州
1,196,G7302,478,543,杭州,上海
2,67,G7113,665,771,南京,上海
2,179,G7305,810,876,上海,杭州
2,187,G7360,937,1041,杭州,上海
2,26,G7024,1080,1185,上海,南京
3,296,D5653,438,544,合肥,安庆
3,325,G9502,622,725,安庆,合肥
4,114,G7232/3,495,725,上海,六安
4,115,G7234/1,744,970,六安,上海
5,338,D9517,995,1038,南京,芜湖
5,339,D9518,1060,1103,芜湖,南京
5,158,G7603,1130,1218,南京,杭州
5,263,G7612,1282,1363,杭州,南京
6,173,G7505,433,650,南京,宁波
6,174,G7510,684,807,宁波,上海
6,108,G7114,847,967,上海,南京
7,39,G7049,700,823,南京,上海
7,175,G7515,840,955,上海,宁波
7,176,G7520,976,1240,宁波,南京
8,138,G7132/3,581,813,上海,安庆
8,139,G7146/3,832,1073,安庆,上海
9,61,G7051,729,853,南京,上海
9,161,G7347,870,980,上海,金华南
9,162,G7644,1013,1161,金华南,南京
10,207,G7543,427,665,上海,温州南
10,208,G7546,680,930,温州南,上海
11,32,G7059,905,1019,南京,上海
11,76,G7208,1041,1075,上海,苏州
11,77,G7207,1106,1147,苏州,上海
11,36,G7068,1219,1341,上海,南京
12,322,G9408/5,913,1064,合肥,上海
12,140,G7156/7,1106,1330,上海,合肥
13,29,G7034,414,559,上海,南京
13,4,G7007,600,700,南京,上海
14,316,G9311/2,1128,1266,上海,衢州
14,254,G9312,1286,1407,衢州,上海
15,191,G7417,785,893,合肥,黄山北
15,235,G7418/2,933,1034,黄山北,合肥
15,240,G7427,1083,1193,合肥,安庆
15,241,G7428,1219,1315,安庆,合肥
16,248,G7465,1029,1172,杭州,温州南
16,245,G7466,1233,1370,温州南,杭州
17,221,G7566/3,826,1086,合肥,杭州
17,150,G7652/3,1121,1271,杭州,合肥
18,169,G7649,927,1105,南京,衢州
18,170,G7650,1128,1310,衢州,南京
19,110,G7029,336,450,南京,上海
19,2,G7004,480,579,上海,南京
19,30,G7047,609,727,南京,上海
19,31,G7048,745,874,上海,南京
20,266,D5522/3,800,952,南京,南通
20,267,D5534/1,972,1121,南通,南京
20,340,D9519,1135,1178,南京,芜湖
20,341,D9520,1200,1237,芜湖,南京
21,52,G7244/5,713,886,上海,合肥
21,53,G7246/3,918,1111,合肥,上海
22,282,D5651,411,517,合肥,安庆
22,283,D5654,537,648,安庆,合肥
22,284,D5657,680,785,合肥,安庆
22,285,D5658,811,916,安庆,合肥
23,246,G7467,578,766,杭州,苍南
23,247,G7468,787,983,苍南,杭州
24,185,G7354,604,756,杭州,常州
24,186,G7353,771,914,常州,杭州
25,296,D5653,438,544,合肥,安庆
25,297,D5602,577,697,安庆,南京
25,298,D5603,715,841,南京,安庆
25,327,G9504,871,973,安庆,合肥
26,207,G7543,427,665,上海,温州南
26,171,G7334,690,908,温州南,上海
