交路编号,编号,车次,出发时刻,到达时刻,出发车站,到达车站
1,45,G7055,834,951,南京,上海
1,209,G7309,982,1063,上海,杭州
1,318,G9313,1085,1160,杭州,衢州
1,319,G9314,1182,1269,衢州,杭州
1,263,G7612,1282,1363,杭州,南京
2,218,DJ7725,287,333,上海,杭州
2,202,G7327,381,406,杭州,诸暨
2,203,G7328,423,448,诸暨,杭州
2,196,G7302,478,543,杭州,上海
3,9,G7017,900,1000,南京,上海
3,11,G7022,1020,1121,上海,南京
3,340,D9519,1135,1178,南京,芜湖
3,341,D9520,1200,1237,芜湖,南京
4,74,G7046,740,852,上海,南京
4,336,D9515,868,905,南京,芜湖
4,337,D9516,925,962,芜湖,南京
4,109,G7119,983,1105,南京,上海
5,32,G7059,905,1019,南京,上海
5,76,G7208,1041,1075,上海,苏州
5,77,G7207,1106,1147,苏州,上海
5,64,G7124,1169,1288,上海,南京
6,166,DJ7699,310,378,南京,上海
6,195,G7301,395,460,上海,杭州
6,196,G7302,478,543,杭州,上海
6,197,G7180,615,698,上海,南京
7,32,G7059,905,1019,南京,上海
7,76,G7208,1041,1075,上海,苏州
7,77,G7207,1106,1147,苏州,上海
7,78,G7062,1172,1293,上海,南京
8,32,G7059,905,1019,南京,上海
8,76,G7208,1041,1075,上海,苏州
8,77,G7207,1106,1147,苏州,上海
8,14,G7028,1200,1299,上海,南京
9,35,G7103,439,565,南京,上海
9,60,G7040,594,712,上海,南京
9,334,D9513,745,782,南京,芜湖
9,335,D9514,805,848,芜湖,南京
10,334,D9513,745,782,南京,芜湖
10,335,D9514,805,848,芜湖,南京
10,85,G7117,882,1004,南京,上海
10,86,G7118,1038,1159,上海,南京
11,334,D9513,745,782,南京,芜湖
11,335,D9514,805,848,芜湖,南京
11,75,G7057,867,988,南京,上海
11,33,G7056,1046,1165,上海,南京
12,28,DJ7715,301,388,南京,上海
12,15,G7002,420,525,上海,南京
12,291,D5601,545,665,南京,安庆
12,292,D5604,688,808,安庆,南京
13,22,G7016,840,941,上海,南京
13,24,G7019,960,1060,南京,上海
13,188,G7359,1074,1171,上海,杭州
13,189,G7352,1200,1291,杭州,上海
14,154,G7634/1,759,911,合肥,杭州
14,187,G7360,937,1041,杭州,上海
14,194,G7196/7,1074,1225,上海,合肥
15,8,G7015,840,940,南京,上海
15,10,G7020,960,1059,上海,南京
15,57,G7065,1092,1220,南京,上海
15,165,G7070,1240,1360,上海,南京
16,12,G7023,1080,1179,南京,上海
16,111,G7066,1208,1329,上海,南京
17,238,G7419,990,1111,合肥,黄山北
17,239,G7420,1140,1248,黄山北,合肥
18,24,G7019,960,1060,南京,上海
18,70,G7058,1093,1220,上海,南京
19,12,G7023,1080,1179,南京,上海
19,36,G7068,1219,1341,上海,南京
20,65,G7101,371,500,南京,上海
20,3,G7006,540,639,上海,南京
21,225,G7517,896,1011,上海,宁波
21,226,G7522,1035,1166,宁波,上海
22,253,G9311,1128,1266,上海,衢州
22,254,G9312,1286,1407,衢州,上海
23,316,G9311/2,1128,1266,上海,衢州
23,317,G9312/2,1286,1407,衢州,上海
24,222,DJ7698,306,374,上海,南京
24,37,G7035,391,515,南京,上海
24,66,G7104,534,650,上海,南京
24,67,G7113,665,771,南京,上海
25,264,D5502/3,420,573,南京,南通
25,265,D5514/1,600,764,南通,南京
26,218,DJ7725,287,333,上海,杭州
26,184,G7358,370,456,杭州,上海
26,259,G7549,490,622,上海,宁波
26,174,G7510,684,807,宁波,上海
27,322,G9408/5,913,1064,合肥,上海
27,323,G9406/7,1089,1276,上海,合肥
28,288,DJ8698,312,402,合肥,南京
28,228,G7393/2,454,661,南京,上海
28,144,G7264/5,677,852,上海,合肥
29,155,G7656/7,934,1108,杭州,合肥
29,151,G7658/5,1128,1302,合肥,杭州
30,133,G7100,885,1011,上海,南京
30,231,G7397/6,1094,1284,南京,上海
31,230,G7395/8,447,660,上海,南京
31,61,G7051,729,853,南京,上海
32,163,G7248/9,794,979,上海,合肥
32,142,G7166/3,1038,1225,合肥,上海
33,20,G7011,720,819,南京,上海
33,161,G7347,870,980,上海,金华南
33,162,G7644,1013,1161,金华南,南京
34,157,G7345,780,942,杭州,苍南
34,262,G7538,1004,1223,苍南,杭州
35,114,G7232/3,495,725,上海,六安
35,115,G7234/1,744,970,六安,上海
36,207,G7543,427,665,上海,温州南
36,171,G7334,690,908,温州南,上海
37,312,G9236/7,864,1080,上海,池州
37,313,G9238/5,1110,1345,池州,上海
38,72,G7032,353,474,上海,南京
38,223,G7507,496,728,南京,宁波
38,224,G7512,748,872,宁波,上海
39,181,G7365,967,1105,上海,江山
39,182,G7366,1126,1270,江山,上海
40,114,G7232/3,495,725,上海,六安
40,236,G7198/5/2,793,1032,六安,上海
41,39,G7049,700,823,南京,上海
41,175,G7515,840,955,上海,宁波
41,176,G7520,976,1240,宁波,南京
42,198,G7317/20,694,837,上海,宜兴
42,199,G7319/8,863,1019,宜兴,上海
42,200,G7311,1047,1119,上海,杭州
42,201,G7314,1142,1203,杭州,上海
43,100,G7252/3,944,1077,上海,合肥
43,101,G7254/1,1103,1288,合肥,上海
44,296,D5653,438,544,合肥,安庆
44,297,D5602,577,697,安庆,南京
44,298,D5603,715,841,南京,安庆
44,327,G9504,871,973,安庆,合肥
45,314,G9246/7,921,1163,上海,安庆
45,315,G9248/5,1182,1404,安庆,上海
46,257,G7519,952,1075,上海,宁波
46,258,G7524,1094,1217,宁波,上海
47,126,G7140/1,904,1150,上海,安庆
47,315,G9248/5,1182,1404,安庆,上海
48,310,G9232/3,385,597,上海,铜陵
48,311,G9234/1,615,800,铜陵,上海
49,244,G7463,1069,1217,杭州,温州南
49,245,G7466,1233,1370,温州南,杭州
50,280,D5536/7,1093,1241,南京,南通
50,281,D5548/5,1261,1408,南通,南京
51,249,G7503,484,666,上海,台州
51,250,G7542,712,916,台州,上海
52,232,G7413,470,571,合肥,黄山北
52,233,G7414,593,701,黄山北,合肥
52,326,G9503,747,851,合肥,安庆
52,327,G9504,871,973,安庆,合肥
53,16,G7003,480,579,南京,上海
53,18,G7008,600,699,上海,南京
53,298,D5603,715,841,南京,安庆
53,299,D5606,860,992,安庆,南京
54,113,G7031,354,474,南京,上海
54,106,G7036,490,614,上海,南京
54,107,G7111,629,748,南京,上海
54,7,G7014,780,879,上海,南京
55,17,G7005,540,639,南京,上海
55,19,G7010,660,759,上海,南京
55,278,D5516/7,773,912,南京,南通
55,279,D5528/5,936,1073,南通,南京
56,79,G7102,440,565,上海,南京
56,80,G7109,595,720,南京,上海
57,326,G9503,747,851,合肥,安庆
57,327,G9504,871,973,安庆,合肥
57,328,G9505,1005,1118,合肥,安庆
57,329,G9506,1138,1233,安庆,合肥
58,282,D5651,411,517,合肥,安庆
58,283,D5654,537,648,安庆,合肥
58,284,D5657,680,785,合肥,安庆
58,285,D5658,811,916,安庆,合肥
59,302,DJ8697,300,390,南京,安庆
59,303,D5652,411,522,安庆,合肥
59,304,D5655,542,647,合肥,安庆
59,292,D5604,688,808,安庆,南京
60,26,G7024,1080,1185,上海,南京
60,71,G7069,1241,1360,南京,上海
61,42,G7206,505,546,上海,苏州
61,43,G7205,564,603,苏州,上海
61,255,G7509,658,773,上海,宁波
61,256,G7514,794,920,宁波,上海
62,1,G7001,420,520,南京,上海
62,38,G7038,545,668,上海,南京
63,69,G7061,947,1070,南京,上海
63,94,G7120,1089,1209,上海,南京
64,135,G7229,779,902,南京,上海
64,136,G7218/9,929,1073,上海,芜湖
64,137,D5644,1095,1132,芜湖,南京
65,272,D5562/3,331,380,南京,扬州
65,273,D5564/1,405,457,扬州,南京
65,330,D9509,495,541,南京,芜湖
65,331,D9510,562,599,芜湖,南京
65,332,D9511,620,663,南京,芜湖
65,333,D9512,683,726,芜湖,南京
66,49,G7037,400,538,南京,上海
66,50,G7202,557,610,上海,无锡
66,51,G7201,630,691,无锡,上海
66,6,G7012,720,819,上海,南京
67,121,G7240/1,654,883,上海,六安
67,122,G7242/39,925,1151,六安,上海
68,89,G7115,810,932,南京,上海
68,46,G7054,980,1100,上海,南京
69,222,DJ7698,306,374,上海,南京
69,159,G7643,424,653,南京,丽水
69,160,G7348,679,844,丽水,上海
70,104,G7152/3,952,1124,上海,芜湖
70,105,G7220/17,1158,1324,芜湖,上海
71,52,G7244/5,713,886,上海,合肥
71,53,G7246/3,918,1111,合肥,上海
72,169,G7649,927,1105,南京,衢州
72,170,G7650,1128,1310,衢州,南京
73,221,G7566/3,826,1086,合肥,杭州
73,150,G7652/3,1121,1271,杭州,合肥
74,268,D5512/3,555,698,南京,南通
74,269,D5524/1,714,862,南通,南京
75,213,G7379,667,779,杭州,丽水
75,214,G7380,799,916,丽水,杭州
76,82,G7063,975,1100,南京,上海
76,54,G7204,1132,1188,上海,无锡
76,55,G7203,1212,1273,无锡,上海
